timestamp,src_ip,dest_ip,protocol,port,system,action,event
4/3/2026 3:45,10.20.82.59,10.21.9.36,TCP,22,CoreBanking,ALLOW,TRANSFER
4/3/2026 3:45,197.210.106.48,197.210.29.201,TCP,443,WebPortal,ALLOW,PING
4/3/2026 3:45,10.20.105.129,192.168.151.115,TCP,443,ATM,ALLOW,PING
4/3/2026 3:45,192.209.25.172,197.210.20.144,TCP,80,WebPortal,ALLOW,TRANSFER
4/3/2026 3:45,197.210.89.19,197.210.19.53,TCP,443,MobileApp,ALLOW,PING
4/3/2026 3:45,10.20.173.228,172.16.207.83,TCP,8080,InternalAPI,ALLOW,DATA_REQUEST
4/3/2026 3:45,172.20.75.246,172.20.175.8,TCP,443,ATM,ALLOW,LOGIN_SUCCESS
4/3/2026 3:45,35.18.191.206,197.210.29.38,TCP,443,MobileApp,ALLOW,TRANSFER
4/3/2026 3:45,10.21.159.71,10.21.207.177,TCP,443,CoreBanking,DENY,LOGIN_FAILED
4/3/2026 3:45,172.16.223.179,192.168.13.69,TCP,8080,InternalAPI,ALLOW,DATA_REQUEST
4/3/2026 3:45,10.21.21.2,172.20.227.93,TCP,3306,CoreBanking,ALLOW,LOGIN_SUCCESS
4/3/2026 3:45,172.20.99.112,10.20.143.200,TCP,443,ATM,ALLOW,DATA_REQUEST
4/3/2026 3:45,10.21.200.229,172.20.72.187,TCP,22,CoreBanking,ALLOW,PING
4/3/2026 3:45,192.168.240.168,10.21.244.76,TCP,443,CoreBanking,ALLOW,PING
4/3/2026 3:45,139.35.220.47,197.210.7.230,TCP,443,MobileApp,ALLOW,DATA_REQUEST
4/3/2026 3:45,172.20.204.110,172.20.134.13,TCP,3306,CoreBanking,ALLOW,TRANSFER
4/3/2026 3:45,172.20.130.111,192.168.37.247,TCP,3306,CoreBanking,DENY,LOGIN_FAILED
4/3/2026 3:45,10.21.182.86,192.168.33.68,TCP,443,ATM,ALLOW,DATA_REQUEST
4/3/2026 3:45,172.20.248.85,10.21.96.168,TCP,8080,InternalAPI,ALLOW,DATA_REQUEST
4/3/2026 3:45,172.16.26.159,10.21.174.10,TCP,22,ATM,ALLOW,DATA_REQUEST
4/3/2026 3:45,172.16.37.113,10.21.252.169,TCP,22,ATM,ALLOW,LOGIN_SUCCESS
4/3/2026 3:45,10.21.224.253,192.168.41.55,TCP,3306,CoreBanking,ALLOW,DATA_REQUEST
4/3/2026 3:45,192.168.17.190,10.20.154.121,TCP,443,CoreBanking,ALLOW,DATA_REQUEST
4/3/2026 3:46,172.20.220.216,172.16.196.124,TCP,8080,InternalAPI,ALLOW,DATA_REQUEST
4/3/2026 3:46,197.210.112.117,197.210.3.198,TCP,80,WebPortal,ALLOW,DATA_REQUEST
4/3/2026 3:46,172.20.39.26,172.20.147.110,TCP,8080,InternalAPI,ALLOW,PING
4/3/2026 3:46,89.238.206.150,197.210.23.159,TCP,443,MobileApp,ALLOW,DATA_REQUEST
4/3/2026 3:46,172.20.120.43,172.20.41.247,TCP,443,CoreBanking,ALLOW,LOGIN_SUCCESS
4/3/2026 3:46,47.131.59.80,197.210.12.175,TCP,80,WebPortal,ALLOW,PING
4/3/2026 3:46,38.231.32.133,197.210.25.82,TCP,443,MobileApp,ALLOW,DATA_REQUEST
4/3/2026 3:46,192.168.39.101,10.20.72.33,TCP,22,ATM,ALLOW,PING
4/3/2026 3:46,10.20.103.7,172.20.134.12,TCP,8080,InternalAPI,ALLOW,TRANSFER
4/3/2026 3:46,64.143.183.239,197.210.19.100,TCP,443,MobileApp,DENY,LOGIN_FAILED
4/3/2026 3:46,192.168.111.102,192.168.187.62,TCP,3306,CoreBanking,ALLOW,PING
4/3/2026 3:46,123.164.166.130,197.210.14.91,TCP,80,WebPortal,ALLOW,LOGIN_SUCCESS
4/3/2026 3:46,10.21.218.58,172.20.37.173,TCP,8080,InternalAPI,ALLOW,PING
4/3/2026 3:46,197.210.197.66,197.210.3.66,TCP,443,WebPortal,ALLOW,LOGIN_SUCCESS
4/3/2026 3:46,191.53.220.213,197.210.5.81,TCP,443,WebPortal,ALLOW,PING
4/3/2026 3:46,137.30.7.132,197.210.8.138,TCP,80,WebPortal,ALLOW,PING
4/3/2026 3:46,172.20.54.115,172.16.38.215,TCP,22,ATM,ALLOW,PING
4/3/2026 3:46,124.194.18.154,197.210.8.35,TCP,80,WebPortal,DENY,LOGIN_FAILED
4/3/2026 3:46,144.104.124.12,197.210.27.163,TCP,443,MobileApp,ALLOW,PING
4/3/2026 3:46,190.119.19.5,197.210.30.60,TCP,80,WebPortal,ALLOW,LOGIN_SUCCESS
4/3/2026 3:46,192.168.178.76,172.16.146.55,TCP,443,InternalAPI,ALLOW,PING
4/3/2026 3:46,238.9.178.199,197.210.9.61,TCP,80,WebPortal,ALLOW,PING
4/3/2026 3:46,39.81.141.151,197.210.20.218,TCP,80,WebPortal,ALLOW,PING
4/3/2026 3:46,192.168.158.152,10.20.26.202,TCP,443,InternalAPI,ALLOW,DATA_REQUEST
4/3/2026 3:46,10.20.160.95,192.168.223.35,TCP,443,InternalAPI,ALLOW,DATA_REQUEST
4/3/2026 3:46,41.65.10.165,197.210.10.94,TCP,80,WebPortal,ALLOW,PING
4/3/2026 3:46,254.142.245.231,197.210.19.152,TCP,443,WebPortal,ALLOW,LOGIN_SUCCESS
4/3/2026 3:46,234.251.155.9,197.210.24.173,TCP,443,WebPortal,ALLOW,PING
4/3/2026 3:46,10.21.236.98,10.20.39.150,TCP,8080,InternalAPI,ALLOW,DATA_REQUEST
4/3/2026 3:46,10.20.16.83,172.20.216.111,TCP,443,ATM,ALLOW,PING
4/3/2026 3:46,192.168.87.29,172.16.76.254,TCP,3306,CoreBanking,ALLOW,PING
4/3/2026 3:47,117.51.108.31,197.210.14.68,TCP,80,WebPortal,ALLOW,TRANSFER
4/3/2026 3:47,10.20.152.109,10.20.200.254,TCP,3306,CoreBanking,ALLOW,DATA_REQUEST
4/3/2026 3:47,192.168.121.205,10.21.145.133,TCP,8080,InternalAPI,ALLOW,PING
4/3/2026 3:47,10.20.64.184,172.16.23.229,TCP,22,CoreBanking,ALLOW,DATA_REQUEST
4/3/2026 3:47,62.182.249.223,197.210.11.99,TCP,80,WebPortal,ALLOW,LOGIN_SUCCESS
4/3/2026 3:47,120.85.48.97,197.210.6.221,TCP,443,WebPortal,ALLOW,PING
4/3/2026 3:47,172.20.206.162,10.20.71.254,TCP,3306,CoreBanking,ALLOW,PING
4/3/2026 3:47,8.202.200.98,197.210.15.75,TCP,80,WebPortal,ALLOW,PING
4/3/2026 3:47,172.16.129.129,10.21.46.111,TCP,22,ATM,ALLOW,PING
4/3/2026 3:47,220.251.125.78,197.210.27.46,TCP,443,WebPortal,ALLOW,PING
4/3/2026 3:47,161.7.190.156,197.210.4.137,TCP,443,MobileApp,ALLOW,PING
4/3/2026 3:47,10.21.8.248,192.168.63.118,TCP,3306,CoreBanking,ALLOW,PING
4/3/2026 3:47,10.21.70.111,10.20.110.152,TCP,22,CoreBanking,ALLOW,PING
4/3/2026 3:47,10.20.206.213,172.16.183.36,TCP,8080,InternalAPI,ALLOW,LOGIN_SUCCESS
4/3/2026 3:47,24.69.145.35,197.210.4.245,TCP,443,MobileApp,ALLOW,DATA_REQUEST
4/3/2026 3:47,196.84.239.203,197.210.10.241,TCP,443,MobileApp,ALLOW,DATA_REQUEST
4/3/2026 3:47,172.20.163.171,10.21.194.46,TCP,22,ATM,ALLOW,DATA_REQUEST
4/3/2026 3:47,10.20.243.33,10.21.157.6,TCP,8080,InternalAPI,ALLOW,DATA_REQUEST
4/3/2026 3:47,172.20.97.194,192.168.22.64,TCP,443,ATM,ALLOW,DATA_REQUEST
4/3/2026 3:47,172.16.5.1,172.20.42.125,TCP,3306,CoreBanking,ALLOW,PING
4/3/2026 3:47,37.119.185.52,197.210.10.176,TCP,443,WebPortal,ALLOW,LOGIN_SUCCESS
4/3/2026 3:47,112.3.155.183,197.210.23.227,TCP,443,MobileApp,ALLOW,PING
4/3/2026 3:47,10.20.76.90,192.168.41.80,TCP,8080,InternalAPI,ALLOW,LOGIN_SUCCESS
4/3/2026 3:47,122.252.160.180,197.210.4.215,TCP,443,WebPortal,ALLOW,PING
4/3/2026 3:47,132.196.60.20,197.210.10.223,TCP,443,WebPortal,ALLOW,PING
4/3/2026 3:47,67.58.102.105,197.210.5.230,TCP,80,WebPortal,ALLOW,LOGIN_SUCCESS
4/3/2026 3:47,121.162.56.164,197.210.8.12,TCP,80,WebPortal,ALLOW,PING
4/3/2026 3:48,10.21.112.209,192.168.222.192,TCP,443,ATM,ALLOW,PING
4/3/2026 3:48,10.20.202.174,172.16.216.13,TCP,22,ATM,ALLOW,DATA_REQUEST
4/3/2026 3:48,211.129.164.90,197.210.26.36,TCP,443,WebPortal,ALLOW,TRANSFER
4/3/2026 3:48,172.16.55.19,172.16.5.134,TCP,443,CoreBanking,ALLOW,LOGIN_SUCCESS
4/3/2026 3:48,192.168.83.142,172.20.211.229,TCP,22,CoreBanking,ALLOW,LOGIN_SUCCESS
4/3/2026 3:48,99.174.137.249,197.210.15.30,TCP,443,MobileApp,ALLOW,PING
4/3/2026 3:48,47.223.92.125,197.210.23.231,TCP,80,WebPortal,ALLOW,DATA_REQUEST
4/3/2026 3:48,10.20.77.55,10.21.94.155,TCP,443,ATM,ALLOW,DATA_REQUEST
4/3/2026 3:48,99.230.210.240,197.210.3.205,TCP,443,MobileApp,ALLOW,PING
4/3/2026 3:48,172.20.91.229,172.16.41.214,TCP,3306,CoreBanking,ALLOW,PING
4/3/2026 3:48,145.83.211.25,197.210.17.170,TCP,80,WebPortal,ALLOW,LOGIN_SUCCESS
4/3/2026 3:48,172.16.46.221,192.168.159.15,TCP,8080,InternalAPI,ALLOW,LOGIN_SUCCESS
4/3/2026 3:48,10.20.86.177,10.21.6.186,TCP,443,ATM,ALLOW,DATA_REQUEST
4/3/2026 3:48,172.16.214.203,10.21.22.109,TCP,8080,InternalAPI,ALLOW,PING
4/3/2026 3:48,172.20.78.201,172.16.123.238,TCP,443,InternalAPI,ALLOW,PING
4/3/2026 3:48,192.168.137.98,192.168.124.35,TCP,8080,InternalAPI,ALLOW,LOGIN_SUCCESS
4/3/2026 3:48,218.65.172.123,197.210.15.191,TCP,443,MobileApp,ALLOW,DATA_REQUEST
4/3/2026 3:48,74.36.202.183,197.210.21.93,TCP,443,MobileApp,ALLOW,PING
4/3/2026 3:48,150.250.59.65,197.210.12.2,TCP,443,WebPortal,ALLOW,LOGIN_SUCCESS
4/3/2026 3:48,10.20.215.43,172.20.182.140,TCP,8080,InternalAPI,ALLOW,LOGIN_SUCCESS
4/3/2026 3:48,45.124.36.153,197.210.28.251,TCP,443,MobileApp,ALLOW,PING
4/3/2026 3:48,224.187.16.192,197.210.9.9,TCP,80,WebPortal,ALLOW,LOGIN_SUCCESS
4/3/2026 3:48,44.217.100.182,197.210.17.187,TCP,443,MobileApp,ALLOW,TRANSFER
4/3/2026 3:48,10.20.126.65,192.168.142.59,TCP,8080,InternalAPI,ALLOW,TRANSFER
4/3/2026 3:48,10.21.42.254,172.20.192.237,TCP,443,CoreBanking,ALLOW,PING
4/3/2026 3:48,10.21.157.184,172.20.73.108,TCP,8080,InternalAPI,ALLOW,PING
4/3/2026 3:48,172.20.194.161,10.21.74.65,TCP,443,InternalAPI,DENY,LOGIN_FAILED
4/3/2026 3:48,108.141.36.198,197.210.6.194,TCP,443,WebPortal,ALLOW,DATA_REQUEST
4/3/2026 3:48,172.20.122.179,192.168.44.163,TCP,8080,InternalAPI,ALLOW,TRANSFER
4/3/2026 3:48,224.236.137.103,197.210.28.152,TCP,80,WebPortal,ALLOW,DATA_REQUEST
4/3/2026 3:48,170.44.29.87,197.210.8.211,TCP,80,WebPortal,ALLOW,TRANSFER
4/3/2026 3:49,17.130.48.198,197.210.14.194,TCP,443,MobileApp,ALLOW,LOGIN_SUCCESS
4/3/2026 3:49,138.138.98.186,197.210.23.234,TCP,443,MobileApp,ALLOW,PING
4/3/2026 3:49,112.63.223.79,197.210.24.84,TCP,443,WebPortal,ALLOW,TRANSFER
4/3/2026 3:49,218.221.53.82,197.210.17.131,TCP,443,WebPortal,ALLOW,LOGIN_SUCCESS
4/3/2026 3:49,30.51.95.56,197.210.16.31,TCP,80,WebPortal,ALLOW,PING
4/3/2026 3:49,174.156.151.122,197.210.16.120,TCP,443,WebPortal,ALLOW,LOGIN_SUCCESS
4/3/2026 3:49,10.21.180.197,10.20.113.204,TCP,3306,CoreBanking,ALLOW,PING
4/3/2026 3:49,39.216.28.34,197.210.11.197,TCP,80,WebPortal,ALLOW,LOGIN_SUCCESS
4/3/2026 3:49,10.20.34.68,172.20.48.180,TCP,443,CoreBanking,ALLOW,DATA_REQUEST
4/3/2026 3:49,90.51.42.93,197.210.1.62,TCP,443,MobileApp,ALLOW,PING
4/3/2026 3:49,10.20.47.20,172.20.7.29,TCP,443,InternalAPI,ALLOW,DATA_REQUEST
4/3/2026 3:49,46.159.14.223,197.210.12.151,TCP,80,WebPortal,ALLOW,DATA_REQUEST
4/3/2026 3:49,53.99.248.228,197.210.6.224,TCP,443,WebPortal,ALLOW,DATA_REQUEST
4/3/2026 3:49,201.226.169.136,197.210.5.180,TCP,443,MobileApp,ALLOW,TRANSFER
4/3/2026 3:49,172.20.83.17,10.21.135.26,TCP,443,InternalAPI,ALLOW,DATA_REQUEST
4/3/2026 3:49,192.168.139.17,172.20.251.5,TCP,3306,CoreBanking,ALLOW,DATA_REQUEST
4/3/2026 3:49,18.27.157.54,197.210.16.13,TCP,443,MobileApp,ALLOW,PING
4/3/2026 3:49,192.168.169.185,172.16.59.8,TCP,8080,InternalAPI,ALLOW,TRANSFER
4/3/2026 3:49,51.127.51.166,197.210.27.79,TCP,443,MobileApp,ALLOW,LOGIN_SUCCESS
4/3/2026 3:49,7.139.32.170,197.210.27.104,TCP,443,WebPortal,ALLOW,PING
4/3/2026 3:49,10.21.10.32,10.20.24.84,TCP,8080,InternalAPI,ALLOW,PING
4/3/2026 3:49,47.197.204.187,197.210.26.165,TCP,80,WebPortal,ALLOW,TRANSFER
4/3/2026 3:49,158.50.92.205,197.210.5.214,TCP,443,MobileApp,ALLOW,LOGIN_SUCCESS
4/3/2026 3:49,10.20.77.178,172.20.131.87,TCP,3306,CoreBanking,ALLOW,LOGIN_SUCCESS
4/3/2026 3:49,88.85.198.70,197.210.15.100,TCP,443,MobileApp,ALLOW,LOGIN_SUCCESS
4/3/2026 3:49,192.168.160.247,10.20.9.37,TCP,443,InternalAPI,DENY,LOGIN_FAILED
4/3/2026 3:49,15.12.226.121,197.210.12.144,TCP,80,WebPortal,ALLOW,DATA_REQUEST
4/3/2026 3:50,242.30.43.61,197.210.10.64,TCP,443,MobileApp,ALLOW,LOGIN_SUCCESS
4/3/2026 3:50,172.20.78.132,10.21.102.38,TCP,8080,InternalAPI,ALLOW,PING
4/3/2026 3:50,172.20.58.199,10.21.74.159,TCP,443,CoreBanking,ALLOW,TRANSFER
4/3/2026 3:50,172.20.64.2,192.168.114.134,TCP,443,InternalAPI,ALLOW,PING
4/3/2026 3:50,104.203.128.96,197.210.5.97,TCP,443,WebPortal,ALLOW,PING
4/3/2026 3:50,10.20.149.223,172.16.110.66,TCP,22,CoreBanking,ALLOW,DATA_REQUEST
4/3/2026 3:50,196.235.30.211,197.210.11.41,TCP,80,WebPortal,ALLOW,PING
4/3/2026 3:50,172.16.223.113,10.21.114.165,TCP,443,ATM,ALLOW,LOGIN_SUCCESS
4/3/2026 3:50,172.16.198.13,172.20.222.56,TCP,8080,InternalAPI,ALLOW,DATA_REQUEST
4/3/2026 3:50,10.21.43.239,172.16.105.54,TCP,443,CoreBanking,ALLOW,DATA_REQUEST
4/3/2026 3:50,91.240.118.77,197.210.19.79,TCP,22,WebPortal,DENY,LOGIN_FAILED
4/3/2026 3:50,26.69.254.76,197.210.11.157,TCP,443,MobileApp,ALLOW,TRANSFER
4/3/2026 3:50,91.240.118.77,197.210.19.79,TCP,443,WebPortal,DENY,LOGIN_FAILED
4/3/2026 3:50,200.113.18.66,197.210.20.241,TCP,80,WebPortal,ALLOW,DATA_REQUEST
4/3/2026 3:50,91.240.118.77,197.210.19.79,TCP,443,InternalAPI,DENY,LOGIN_FAILED
4/3/2026 3:50,104.67.88.14,197.210.1.124,TCP,80,WebPortal,ALLOW,DATA_REQUEST
4/3/2026 3:50,192.168.230.15,10.20.230.52,TCP,22,CoreBanking,ALLOW,DATA_REQUEST
4/3/2026 3:50,10.20.237.120,10.20.246.167,TCP,443,ATM,ALLOW,PING
4/3/2026 3:50,10.21.134.2,172.20.223.13,TCP,443,InternalAPI,ALLOW,PING
4/3/2026 3:50,214.173.6.175,197.210.9.96,TCP,443,WebPortal,ALLOW,DATA_REQUEST
4/3/2026 3:50,91.240.118.77,197.210.19.79,TCP,443,InternalAPI,DENY,LOGIN_FAILED
4/3/2026 3:50,91.240.118.77,197.210.19.79,TCP,3389,WebPortal,DENY,LOGIN_FAILED
4/3/2026 3:50,192.168.41.101,10.21.80.21,TCP,443,CoreBanking,ALLOW,PING
4/3/2026 3:50,91.240.118.77,197.210.19.79,TCP,3389,WebPortal,DENY,LOGIN_FAILED
4/3/2026 3:50,91.240.118.77,197.210.19.79,TCP,443,WebPortal,DENY,LOGIN_FAILED
4/3/2026 3:50,192.168.137.200,172.16.227.59,TCP,3306,CoreBanking,ALLOW,PING
4/3/2026 3:50,91.240.118.77,197.210.19.79,TCP,22,InternalAPI,DENY,LOGIN_FAILED
4/3/2026 3:50,57.33.190.183,197.210.26.93,TCP,80,WebPortal,ALLOW,PING
4/3/2026 3:50,179.209.248.132,197.210.12.91,TCP,443,WebPortal,ALLOW,PING
4/3/2026 3:50,91.240.118.77,197.210.19.79,TCP,3389,InternalAPI,DENY,LOGIN_FAILED
4/3/2026 3:50,10.20.187.80,172.20.221.96,TCP,443,CoreBanking,ALLOW,PING
4/3/2026 3:50,91.240.118.77,197.210.19.79,TCP,22,WebPortal,DENY,LOGIN_FAILED
4/3/2026 3:50,172.16.142.245,172.16.196.205,TCP,22,ATM,ALLOW,LOGIN_SUCCESS
4/3/2026 3:50,12.180.186.17,197.210.5.19,TCP,443,MobileApp,ALLOW,DATA_REQUEST
4/3/2026 3:50,150.153.251.8,197.210.29.29,TCP,80,WebPortal,ALLOW,PING
4/3/2026 3:50,115.203.30.144,197.210.24.181,TCP,443,WebPortal,ALLOW,PING
4/3/2026 3:50,91.240.118.77,197.210.19.79,TCP,3389,InternalAPI,DENY,LOGIN_FAILED
4/3/2026 3:50,11.254.254.250,197.210.15.241,TCP,443,MobileApp,ALLOW,LOGIN_SUCCESS
4/3/2026 3:50,214.207.56.124,172.16.155.151,TCP,443,MobileApp,ALLOW,TRANSFER
4/3/2026 3:50,20.84.44.133,197.210.8.208,TCP,443,MobileApp,ALLOW,DATA_REQUEST
4/3/2026 3:51,91.240.118.77,197.210.19.79,TCP,3389,WebPortal,DENY,LOGIN_FAILED
4/3/2026 3:51,10.21.75.127,172.16.209.252,TCP,8080,InternalAPI,ALLOW,PING
4/3/2026 3:51,91.240.118.77,197.210.19.79,TCP,443,InternalAPI,DENY,LOGIN_FAILED
4/3/2026 3:51,91.240.118.77,197.210.19.79,TCP,3389,WebPortal,DENY,LOGIN_FAILED
4/3/2026 3:51,10.21.154.167,10.21.99.135,TCP,22,ATM,ALLOW,DATA_REQUEST
4/3/2026 3:51,91.240.118.77,197.210.19.79,TCP,3389,InternalAPI,DENY,LOGIN_FAILED
4/3/2026 3:51,214.207.56.124,172.16.155.151,TCP,443,MobileApp,DENY,TRANSFER
4/3/2026 3:51,172.20.68.230,10.20.186.70,TCP,443,InternalAPI,ALLOW,PING
4/3/2026 3:51,10.20.216.69,172.16.187.217,TCP,3306,CoreBanking,ALLOW,DATA_REQUEST
4/3/2026 3:51,91.240.118.77,197.210.19.79,TCP,3389,InternalAPI,DENY,LOGIN_FAILED
4/3/2026 3:51,192.168.209.70,10.20.179.228,TCP,22,CoreBanking,ALLOW,LOGIN_SUCCESS
4/3/2026 3:51,214.207.56.124,172.16.155.151,TCP,443,MobileApp,DENY,TRANSFER
4/3/2026 3:51,172.14.44.28,197.210.3.67,TCP,80,WebPortal,DENY,LOGIN_FAILED
4/3/2026 3:51,172.16.177.15,10.21.247.50,TCP,443,CoreBanking,ALLOW,LOGIN_SUCCESS
4/3/2026 3:51,192.168.171.133,10.21.5.46,TCP,3306,CoreBanking,DENY,LOGIN_FAILED
4/3/2026 3:51,214.207.56.124,172.16.155.151,TCP,443,CoreBanking,DENY,TRANSFER
4/3/2026 3:51,66.173.28.204,197.210.25.243,TCP,443,WebPortal,ALLOW,PING
4/3/2026 3:51,10.20.124.156,10.20.10.253,TCP,22,CoreBanking,ALLOW,PING
4/3/2026 3:51,192.168.208.112,172.16.73.92,TCP,8080,InternalAPI,ALLOW,DATA_REQUEST
4/3/2026 3:51,10.20.148.6,172.16.86.170,TCP,8080,InternalAPI,ALLOW,LOGIN_SUCCESS
4/3/2026 3:51,76.225.154.93,197.210.4.114,TCP,443,MobileApp,ALLOW,LOGIN_SUCCESS
4/3/2026 3:51,135.202.133.69,197.210.3.67,TCP,443,MobileApp,ALLOW,LOGIN_SUCCESS
4/3/2026 3:51,164.220.176.32,197.210.11.53,TCP,80,WebPortal,ALLOW,LOGIN_SUCCESS
4/3/2026 3:51,91.240.118.77,197.210.19.79,TCP,443,WebPortal,DENY,LOGIN_FAILED
4/3/2026 3:51,58.159.82.217,197.210.11.243,TCP,80,WebPortal,ALLOW,DATA_REQUEST
4/3/2026 3:51,10.20.226.204,10.21.176.219,TCP,22,CoreBanking,ALLOW,TRANSFER
4/3/2026 3:51,91.240.118.77,197.210.19.79,TCP,443,WebPortal,DENY,LOGIN_FAILED
4/3/2026 3:51,214.207.56.124,172.16.155.151,TCP,443,MobileApp,ALLOW,TRANSFER
4/3/2026 3:51,192.168.47.81,172.16.41.236,TCP,3306,CoreBanking,ALLOW,PING
4/3/2026 3:51,172.20.72.219,172.16.173.148,TCP,443,CoreBanking,ALLOW,DATA_REQUEST
4/3/2026 3:51,83.103.228.132,197.210.26.53,TCP,80,WebPortal,ALLOW,PING
4/3/2026 3:51,214.207.56.124,172.16.155.151,TCP,443,MobileApp,ALLOW,TRANSFER
4/3/2026 3:51,192.168.53.92,192.168.146.128,TCP,443,CoreBanking,ALLOW,LOGIN_SUCCESS
4/3/2026 3:51,179.88.51.12,197.210.16.209,TCP,443,WebPortal,ALLOW,PING
4/3/2026 3:51,10.21.14.47,10.21.102.29,TCP,443,ATM,ALLOW,TRANSFER
4/3/2026 3:51,91.240.118.77,197.210.19.79,TCP,443,WebPortal,DENY,LOGIN_FAILED
4/3/2026 3:51,91.240.118.77,197.210.19.79,TCP,3389,WebPortal,DENY,LOGIN_FAILED
4/3/2026 3:51,119.77.52.200,197.210.9.18,TCP,443,WebPortal,ALLOW,TRANSFER
4/3/2026 3:51,172.20.155.240,192.168.234.138,TCP,443,InternalAPI,ALLOW,PING
4/3/2026 3:51,172.20.25.243,10.20.99.105,TCP,443,InternalAPI,ALLOW,PING
4/3/2026 3:51,214.207.56.124,172.16.155.151,TCP,443,MobileApp,DENY,TRANSFER
4/3/2026 3:51,214.207.56.124,172.16.155.151,TCP,443,MobileApp,ALLOW,TRANSFER
4/3/2026 3:51,136.141.245.33,197.210.19.127,TCP,443,MobileApp,ALLOW,TRANSFER
4/3/2026 3:52,197.210.132.35,197.210.18.178,TCP,443,WebPortal,ALLOW,DATA_REQUEST
4/3/2026 3:52,91.240.118.77,197.210.19.79,TCP,3389,WebPortal,DENY,LOGIN_FAILED
4/3/2026 3:52,210.228.133.38,197.210.28.231,TCP,443,MobileApp,ALLOW,DATA_REQUEST
